,Country,Rank,Title,Artists,Album,Explicit,Duration
1083,Greece,34,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
1084,Greece,35,Presidente,Mad Clip,Presidente,1,3:29
1085,Greece,36,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57
1086,Greece,37,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
1087,Greece,38,Magic,Light,Magic,1,2:58
1088,Greece,39,Caliente,"Mente Fuerte, Hawk, Baghdad",Caliente,1,3:42
1089,Greece,40,WHATS POPPIN,Jack Harlow,Sweet Action,1,2:19
1090,Greece,41,GANGSTA,"Snik, A.M. SNiPER",GANGSTA,1,3:52
1091,Greece,42,Stars,"TOQUEL, Light",777,1,2:47
1092,Greece,43,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
1093,Greece,44,Falling,Trevor Daniel,Nicotine,0,2:39
1094,Greece,45,In Your Eyes,The Weeknd,After Hours,1,3:57
1095,Greece,46,Cyan,Saske,Saskepticism Vol. 1,1,2:35
1096,Greece,47,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
1097,Greece,48,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
1098,Greece,49,Monos Mou,Snik,Monos Mou,1,4:00
1099,Greece,50,Party Girl,StaySolidRocky,Party Girl,0,2:27
1100,Guatemala,1,Rojo,J Balvin,Colores,0,2:30
1101,Guatemala,2,Yo Perreo Sola,Bad Bunny,YHLQMDLG,0,2:52
1102,Guatemala,3,Safaera,"Bad Bunny, Jowell & Randy, Nengo Flow",YHLQMDLG,1,4:55
1103,Guatemala,4,Favorito,Camilo,Por Primera Vez,0,3:29
1104,Guatemala,5,Tattoo,Rauw Alejandro,Tattoo,0,3:22
1105,Guatemala,6,Ignorantes,"Bad Bunny, Sech",YHLQMDLG,1,3:30
1106,Guatemala,7,Blinding Lights,The Weeknd,After Hours,0,3:20
1107,Guatemala,8,Si Veo a Tu Mamá,Bad Bunny,YHLQMDLG,0,2:50
1108,Guatemala,9,Fantasias,"Rauw Alejandro, Farruko",Fantasias,0,3:19
1109,Guatemala,10,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Sigues Con El,0,3:46
1110,Guatemala,11,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Elegí (feat. Dímelo Flow),0,3:17
1111,Guatemala,12,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola (Remix),0,4:09
1112,Guatemala,13,Tusa,"KAROL G, Nicki Minaj",Tusa,0,3:20
1113,Guatemala,14,Jangueo,"Alex Rose, Rafa Pabön",LOST,0,4:19
1114,Guatemala,15,La Difícil,Bad Bunny,YHLQMDLG,1,2:43
1115,Guatemala,16,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Pa' Olvidarme De Ella,1,3:47
1116,Guatemala,17,BYE ME FUI,Bad Bunny,LAS QUE NO IBAN A SALIR,1,2:58
1117,Guatemala,18,Vete,Bad Bunny,YHLQMDLG,1,3:12
1118,Guatemala,19,LA CANCIÓN,"J Balvin, Bad Bunny",OASIS,0,4:02
1119,Guatemala,20,Diosa,Myke Towers,Easy Money Baby,1,3:34
1120,Guatemala,21,Morado,J Balvin,Colores,0,3:20
1121,Guatemala,22,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Famouz,0,5:09
1122,Guatemala,23,La Santa,"Bad Bunny, Daddy Yankee",YHLQMDLG,1,3:26
1123,Guatemala,24,CANCIÓN CON YANDEL,"Yandel, Bad Bunny",LAS QUE NO IBAN A SALIR,1,3:29
1124,Guatemala,25,PORFA,"Feid, Justin Quiles",FERXXO (VOL 1: M.O.R),0,3:52
1125,Guatemala,26,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",CÓMO SE SIENTE (Remix),1,3:47
1126,Guatemala,27,Qué Maldición,"Banda MS de Sergio Lizárraga, Snoop Dogg",Qué Maldición,0,3:23
1127,Guatemala,28,Sigues Con El - Remix,"Arcangel, Sech, Romeo Santos",Sigues Con El (Remix),0,3:09
1128,Guatemala,29,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
1129,Guatemala,30,Amarillo,J Balvin,Colores,0,2:37
1130,Guatemala,31,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
1131,Guatemala,32,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
1132,Guatemala,33,Callaita,"Bad Bunny, Tainy",Callaita,1,4:10
1133,Guatemala,34,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
1134,Guatemala,35,Relación,Sech,1 of 1,0,3:04
1135,Guatemala,36,Azul,J Balvin,Colores,0,3:25
1136,Guatemala,37,PA' ROMPERLA,"Bad Bunny, Don Omar",LAS QUE NO IBAN A SALIR,1,3:14
1137,Guatemala,38,Adicto (with Anuel AA & Ozuna),"Tainy, Anuel AA, Ozuna",Adicto (with Anuel AA & Ozuna),0,4:30
1138,Guatemala,39,Quiéreme Mientras Se Pueda,Manuel Turizo,Quiéreme Mientras Se Pueda,0,3:11
1139,Guatemala,40,Bajo La Mesa,"Morat, Sebastian Yatra",Bajo La Mesa,0,2:37
1140,Guatemala,41,Por Primera Vez,"Camilo, Evaluna Montaner",Por Primera Vez,0,3:02
1141,Guatemala,42,Se Me Olvidó,Christian Nodal,Se Me Olvidó,0,2:39
1142,Guatemala,43,Tutu,"Camilo, Pedro Capó",Por Primera Vez,0,2:59
1143,Guatemala,44,BAD CON NICKY,"Bad Bunny, Nicky Jam",LAS QUE NO IBAN A SALIR,1,3:22
1144,Guatemala,45,MÁS DE UNA CITA,"Bad Bunny, Zion & Lennox",LAS QUE NO IBAN A SALIR,1,3:03
1145,Guatemala,46,Si Te Vas,"Sech, Ozuna",1 of 1,0,3:24
1146,Guatemala,47,El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",El Efecto (Remix),1,4:49
1147,Guatemala,48,China,"Anuel AA, Daddy Yankee, KAROL G, J Balvin, Ozuna",China,0,5:01
1148,Guatemala,49,A Tu Merced,Bad Bunny,YHLQMDLG,0,2:55
1149,Guatemala,50,El Efecto,"Rauw Alejandro, Chencho Corleone",El Efecto,0,3:37
1150,Honduras,1,Safaera,"Bad Bunny, Jowell & Randy, Nengo Flow",YHLQMDLG,1,4:55
1151,Honduras,2,Yo Perreo Sola,Bad Bunny,YHLQMDLG,0,2:52
1152,Honduras,3,Rojo,J Balvin,Colores,0,2:30
1153,Honduras,4,CÓMO SE SIENTE - Remix,"Jhay Cortez, Bad Bunny",CÓMO SE SIENTE (Remix),1,3:47
1154,Honduras,5,Ignorantes,"Bad Bunny, Sech",YHLQMDLG,1,3:30
1155,Honduras,6,BYE ME FUI,Bad Bunny,LAS QUE NO IBAN A SALIR,1,2:58
1156,Honduras,7,Si Veo a Tu Mamá,Bad Bunny,YHLQMDLG,0,2:50
1157,Honduras,8,Favorito,Camilo,Por Primera Vez,0,3:29
1158,Honduras,9,Blinding Lights,The Weeknd,After Hours,0,3:20
1159,Honduras,10,La Santa,"Bad Bunny, Daddy Yankee",YHLQMDLG,1,3:26
1160,Honduras,11,La Difícil,Bad Bunny,YHLQMDLG,1,2:43
1161,Honduras,12,Tattoo,Rauw Alejandro,Tattoo,0,3:22
1162,Honduras,13,CANCIÓN CON YANDEL,"Yandel, Bad Bunny",LAS QUE NO IBAN A SALIR,1,3:29
1163,Honduras,14,Vete,Bad Bunny,YHLQMDLG,1,3:12
1164,Honduras,15,Diosa,Myke Towers,Easy Money Baby,1,3:34
1165,Honduras,16,Hola - Remix,"Dalex, Lenny Tavárez, Chencho Corleone, Juhn, Dímelo Flow",Hola (Remix),0,4:09
1166,Honduras,17,LA CANCIÓN,"J Balvin, Bad Bunny",OASIS,0,4:02
1167,Honduras,18,Tusa,"KAROL G, Nicki Minaj",Tusa,0,3:20
1168,Honduras,19,Sigues Con El,"Dímelo Flow, Arcangel, Sech",Sigues Con El,0,3:46
1169,Honduras,20,A Tu Merced,Bad Bunny,YHLQMDLG,0,2:55
1170,Honduras,21,No Me Conoce - Remix,"Jhay Cortez, J Balvin, Bad Bunny",Famouz,0,5:09
1171,Honduras,22,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
1172,Honduras,23,Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez, Dímelo Flow",Elegí (feat. Dímelo Flow),0,3:17
1173,Honduras,24,BAD CON NICKY,"Bad Bunny, Nicky Jam",LAS QUE NO IBAN A SALIR,1,3:22
1174,Honduras,25,Morado,J Balvin,Colores,0,3:20
1175,Honduras,26,Fantasias,"Rauw Alejandro, Farruko",Fantasias,0,3:19
1176,Honduras,27,PA' ROMPERLA,"Bad Bunny, Don Omar",LAS QUE NO IBAN A SALIR,1,3:14
1177,Honduras,28,MÁS DE UNA CITA,"Bad Bunny, Zion & Lennox",LAS QUE NO IBAN A SALIR,1,3:03
1178,Honduras,29,Relación,Sech,1 of 1,0,3:04
1179,Honduras,30,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
1180,Honduras,31,Amarillo,J Balvin,Colores,0,2:37
1181,Honduras,32,Pa' Olvidarme De Ella,"Piso 21, Christian Nodal",Pa' Olvidarme De Ella,1,3:47
1182,Honduras,33,PORFA,"Feid, Justin Quiles",FERXXO (VOL 1: M.O.R),0,3:52
1183,Honduras,34,Callaita,"Bad Bunny, Tainy",Callaita,1,4:10
1184,Honduras,35,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
1185,Honduras,36,Jangueo,"Alex Rose, Rafa Pabön",LOST,0,4:19
1186,Honduras,37,BENDICIONES,Bad Bunny,LAS QUE NO IBAN A SALIR,0,2:35
1187,Honduras,38,El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",El Efecto (Remix),1,4:49
1188,Honduras,39,Bajo La Mesa,"Morat, Sebastian Yatra",Bajo La Mesa,0,2:37
1189,Honduras,40,Adicto (with Anuel AA & Ozuna),"Tainy, Anuel AA, Ozuna",Adicto (with Anuel AA & Ozuna),0,4:30
1190,Honduras,41,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
1191,Honduras,42,Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",Modo Avión,1,5:04
1192,Honduras,43,Azul,J Balvin,Colores,0,3:25
1193,Honduras,44,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
1194,Honduras,45,Qué Maldición,"Banda MS de Sergio Lizárraga, Snoop Dogg",Qué Maldición,0,3:23
1195,Honduras,46,Sigues Con El - Remix,"Arcangel, Sech, Romeo Santos",Sigues Con El (Remix),0,3:09
1196,Honduras,47,Si Te Vas,"Sech, Ozuna",1 of 1,0,3:24
1197,Honduras,48,Confía,"Sech, Daddy Yankee",1 of 1,0,3:22
1198,Honduras,49,Infeliz,"Arcangel, Bad Bunny",Historias de un Capricornio,0,3:41
1199,Honduras,50,Pero Ya No,Bad Bunny,YHLQMDLG,0,2:40
1200,Hong,1,Flossin',Big Loso,Flossin',1,1:59
1201,Hong,2,"Y Ahora (feat. Alex Rose, Nengo Flow, Randy Nota Loka & Dalex)","DNA, Alex Rose, Nengo Flow, Randy Nota Loka, Dalex","Y Ahora (feat. Alex Rose, Nengo Flow, Randy Nota Loka & Dalex)",1,5:17
1202,Hong,3,X Celos,Damián V,X Celos,0,2:27
1203,Hong,4,Guaya Pared (feat. J-King y Maximan),"DNA, J-King, Maximan",Guaya Pared (feat. J-King & Maximan),1,3:27
1204,Hong,5,Loveless,"YNW Jordan, Kolé, Young Fay",Loveless,1,2:55
1205,Hong,6,Static Interruptions,Floating in Space - Project,Static Interruptions,0,5:49
1206,Hong,7,Soak up the Drip,PBE PLUTO,Soak up the Drip,1,3:12
1207,Hong,8,Lento y Sensual,Jt el Utility,Lento y Sensual,0,2:51
1208,Hong,9,Booty,Windy Guai,Booty,0,3:09
1209,Hong,10,"Piano Sonata No. 8 in C Minor, Op. 13, ""Pathétique"": II. Adagio cantabile",Shunji Itani,Beethoveniana Nr.1,0,4:28
1210,Hong,11,Tanha Nazar,Sirvan Khosravi,Tanha Nazar,0,3:55
1211,Hong,12,Emotional,"MariKuroso, Olivier Decrouille",JOY,0,4:42
1212,Hong,13,Yesteday,Thee JAE,Yesteday,1,4:15
1213,Hong,14,"GoGo Shred (feat. Ernie C, Johnny Hiland, Jordan Ziff, Johnny Blade & Oskar Cartaya)","Mike Mostert & The GoGo Tuner Family, Ernie C, Johnny Blade, Johnny Hiland, Jordan Ziff, Oskar Cartaya",Mike Mostert & The GoGo Tuner Family,0,4:37
1214,Hong,15,Escape LA,Friday Santana,Escape LA,1,3:30
1215,Hong,16,Rainfall,Prince Bishop F,Rainfall,0,3:46
1216,Hong,17,This Side,Phantom Caine,Crying in Autotune,1,2:53
1217,Hong,18,Your Occlusion Unbound,From Under Concrete Kings,From Under Concrete Kings,1,4:32
1218,Hong,19,Luna,"Dennis Fernando, Leonardo La Croix",Luna,0,3:19
1219,Hong,20,Destroyer,From Under Concrete Kings,Modus Exodus,0,4:11
1220,Hong,21,Sweet Night,V,ITAEWON CLASS (Original Television Soundtrack) Pt. 12,0,3:34
1221,Hong,22,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
1222,Hong,23,Advienne que pourra,Keyzs-Sean Sparsfa,16.20 (Phoenix),1,3:16
1223,Hong,24,Ex,Buunkin,W-UU,1,2:16
1224,Hong,25,Quimica,Bogart Bonales,Quimica,0,2:51
1225,Hong,26,Snakecrusher,From Under Concrete Kings,Modus Exodus,1,4:39
1226,Hong,27,Anywhere,Torito,Anywhere,1,3:16
1227,Hong,28,The Feeling,ED LIIT,The Feeling,0,2:39
1228,Hong,29,Runaway / Higher,Phantom Caine,Crying in Autotune,0,4:02
1229,Hong,30,Party Friends,Kiian,Party Friends,0,2:47
1230,Hong,31,Heart Attack,FAO>dino,Heart Attack,1,4:03
1231,Hong,32,P.Y.T,"TG, Young Invent",Old Habits Never Die 2,1,2:46
1232,Hong,33,Rockstar,K Beezy,Rockstar,1,2:08
1233,Hong,34,Call on Me,"James Worthy, Sonna",Blu Leisure,1,3:33
1234,Hong,35,The Kites,Luca Natale,The Kites,0,3:19
1235,Hong,36,Dying Inside,Zoee8,Dying Inside,1,2:19
1236,Hong,37,Super Mario Bros (Main Theme),Luca Natale,Super Mario Bros (Main Theme),0,1:51
1237,Hong,38,Presiento,Los Necesarios,Presiento,0,3:47
1238,Hong,39,Your Time,DeAnna Stealth,Your Time,0,3:09
1239,Hong,40,銀河修理員,Dear Jane,銀河修理員,0,3:52
1240,Hong,41,Press Play,"JSnake, Nelis Joustra, Ray Bryan",Press Play,1,3:05
1241,Hong,42,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
1242,Hong,43,Se acabó,Molina Molina,Se acabó,0,3:02
1243,Hong,44,Tik Tik Tok,Marli Space,Tik Tik Tok,0,2:48
1244,Hong,45,All Night,Mukaybin Mukayze,All Night,0,2:55
1245,Hong,46,"想見你想見你想見你(電視劇""想見你""片尾曲)",831,"想見你想見你想見你(電視劇""想見你""片尾曲)",0,3:59
1246,Hong,47,eight(Prod.&Feat. SUGA of BTS),"IU, SUGA",eight,0,2:47
1247,Hong,48,Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),0,2:52
1248,Hong,49,呼吸有害,Karen Mok,呼吸有害,0,3:12
1249,Hong,50,Piano,Nova,Piano,1,2:53
1250,Hungary,1,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
1251,Hungary,2,Blinding Lights,The Weeknd,After Hours,0,3:20
1252,Hungary,3,GOOBA,6ix9ine,GOOBA,1,2:12
1253,Hungary,4,Breaking Me,"Topic, A7S",Breaking Me,0,2:46
1254,Hungary,5,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
1255,Hungary,6,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
1256,Hungary,7,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
1257,Hungary,8,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
1258,Hungary,9,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
1259,Hungary,10,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
1260,Hungary,11,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
1261,Hungary,12,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
1262,Hungary,13,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
1263,Hungary,14,Falling,Trevor Daniel,Nicotine,0,2:39
1264,Hungary,15,Olyan Ő,Bagossy Brothers Company,Veled Utazom,0,3:46
1265,Hungary,16,Ride It,Regard,Ride It,0,2:37
1266,Hungary,17,Boss Bitch,Doja Cat,Boss Bitch,0,2:14
1267,Hungary,18,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
1268,Hungary,19,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
1269,Hungary,20,ily (i love you baby) (feat. Emilee),"Surf Mesa, Emilee",ily (i love you baby) (feat. Emilee),0,2:56
1270,Hungary,21,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0,3:14
1271,Hungary,22,Tavasz,Follow The Flow,Tavasz,0,3:16
1272,Hungary,23,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
1273,Hungary,24,Godzilla (feat. Juice WRLD),"Eminem, Juice WRLD",Music To Be Murdered By,1,3:30
1274,Hungary,25,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55
1275,Hungary,26,SICKO MODE,Travis Scott,ASTROWORLD,1,5:12
1276,Hungary,27,WHATS POPPIN,Jack Harlow,Sweet Action,1,2:19
1277,Hungary,28,ROXANNE,Arizona Zervas,ROXANNE,1,2:43
1278,Hungary,29,Lose Control,"MEDUZA, Becky Hill, Goodboys",Lose Control,0,2:48
1279,Hungary,30,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43
1280,Hungary,31,Physical,Dua Lipa,Future Nostalgia,0,3:13
1281,Hungary,32,Señorita,"Shawn Mendes, Camila Cabello",Shawn Mendes (Deluxe),0,3:10
1282,Hungary,33,Circles,Post Malone,Hollywood's Bleeding,0,3:35
1283,Hungary,34,Mostantól,"Rácz Gergõ, Orsovai Reni",Mostantól,0,3:31
1284,Hungary,35,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02
1285,Hungary,36,Memories,Maroon 5,Memories,0,3:09
1286,Hungary,37,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57
1287,Hungary,38,Kings & Queens,Ava Max,Kings & Queens,0,2:42
1288,Hungary,39,Party Girl,StaySolidRocky,Party Girl,0,2:27
1289,Hungary,40,Watermelon Sugar,Harry Styles,Fine Line,0,2:54
1290,Hungary,41,Be Kind (with Halsey),"Marshmello, Halsey",Be Kind (with Halsey),0,2:52
1291,Hungary,42,Lej,"Dzsúdló, Lil Frakk",Fotofóbia,0,2:48
1292,Hungary,43,Salt,Ava Max,Salt,0,3:00
1293,Hungary,44,Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),1,2:59
1294,Hungary,45,In Your Eyes,The Weeknd,After Hours,1,3:57
1295,Hungary,46,Sunday Best,Surfaces,Where the Light Is,0,2:38
1296,Hungary,47,Feküdj ide,ByeAlex és a Slepp,Feküdj ide,0,2:31
1297,Hungary,48,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,0,3:32
1298,Hungary,49,Say So,Doja Cat,Hot Pink,1,3:57
1299,Hungary,50,Lose Somebody,"Kygo, OneRepublic",Lose Somebody,0,3:19
1300,Iceland,1,ROCKSTAR (feat. Roddy Ricch),"DaBaby, Roddy Ricch",BLAME IT ON BABY,1,3:01
1301,Iceland,2,Blinding Lights,The Weeknd,After Hours,0,3:20
1302,Iceland,3,Deyja Fyrir Stelpurnar Mínar,"ClubDub, Ra:tio",Ég Myndi Deyja Fyrir Stelpurnar Mínar,0,3:12
1303,Iceland,4,Esjan,BRÍET,Esjan,0,4:14
1304,Iceland,5,Það bera sig allir vel,Helgi Björnsson,Það bera sig allir vel,0,4:07
1305,Iceland,6,Think About Things,Daði Freyr,Think About Things,0,2:53
1306,Iceland,7,In Your Eyes,The Weeknd,After Hours,1,3:57
1307,Iceland,8,Í kvöld er gigg,Ingó Veðurguð,Í kvöld er gigg,0,3:15
1308,Iceland,9,THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",THE SCOTTS,1,2:45
1309,Iceland,10,GOOBA,6ix9ine,GOOBA,1,2:12
1310,Iceland,11,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
1311,Iceland,12,Heyrðu Mig,BRÍET,Heyrðu Mig,0,3:00
1312,Iceland,13,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
1313,Iceland,14,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
1314,Iceland,15,Rain On Me (with Ariana Grande),"Lady Gaga, Ariana Grande",Rain On Me (with Ariana Grande),0,3:02
1315,Iceland,16,Haltu Kjafti,"Birgir Hákon, M Can, Tommy",Haltu Kjafti,0,2:08
1316,Iceland,17,Píla (feat. Lil Binni),"Joey Christ, Lil Binni",Píla (feat. Lil Binni),0,2:35
1317,Iceland,18,Óska mér,"JóiPé, Króli",Í miðjum kjarnorkuvetri,0,2:53
1318,Iceland,19,Enginn eins og þú,Auður,Enginn eins og þú,0,3:01
1319,Iceland,20,Breaking Me,"Topic, A7S",Breaking Me,0,2:46
1320,Iceland,21,Boss Bitch,Doja Cat,Boss Bitch,0,2:14
1321,Iceland,22,Supalonely,"BENEE, Gus Dapperton",STELLA & STEVE,1,3:43
1322,Iceland,23,Blueberry Faygo,Lil Mosey,Certified Hitmaker,1,2:42
1323,Iceland,24,Dance Monkey,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,0,3:29
1324,Iceland,25,Sumargleðin (feat. Gummi Tóta & Ingó Veðurguð),"Doctor Victor, Ingó Veðurguð, Gummi Tóta",Sumargleðin (feat. Gummi Tóta & Ingó Veðurguð),0,3:04
1325,Iceland,26,Einn Tveir,"Huginn, Friðrik Dór",Einn Tveir,0,3:20
1326,Iceland,27,Don't Start Now,Dua Lipa,Future Nostalgia,0,3:03
1327,Iceland,28,Malbik,"Emmsjé Gauti, Króli",Malbik,0,3:15
1328,Iceland,29,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,0,3:32
1329,Iceland,30,Ég Er Svo Flottur,Séra Bjössi,Ég Er Svo Flottur,1,3:02
1330,Iceland,31,After Party,Don Toliver,Heaven Or Hell,1,2:47
1331,Iceland,32,Break My Heart,Dua Lipa,Future Nostalgia,0,3:41
1332,Iceland,33,The Box,Roddy Ricch,Please Excuse Me For Being Antisocial,1,3:16
1333,Iceland,34,On,"JóiPé, Króli",Í miðjum kjarnorkuvetri,0,3:06
1334,Iceland,35,Say So,Doja Cat,Hot Pink,1,3:57
1335,Iceland,36,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",0,3:14
1336,Iceland,37,Savage Remix (feat. Beyoncé),"Megan Thee Stallion, Beyoncé",Savage Remix (feat. Beyoncé),1,4:02
1337,Iceland,38,Life Is Good (feat. Drake),"Future, Drake",High Off Life,1,3:57
1338,Iceland,39,WHATS POPPIN,Jack Harlow,Sweet Action,1,2:19
1339,Iceland,40,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
1340,Iceland,41,goosebumps,Travis Scott,Birds In The Trap Sing McKnight,1,4:03
1341,Iceland,42,Watermelon Sugar,Harry Styles,Fine Line,0,2:54
1342,Iceland,43,Síðan hittumst við aftur,Helgi Björnsson,...syngur íslenskar dægurperlur ásamt gestum,0,3:55
1343,Iceland,44,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,1,2:55
1344,Iceland,45,Shallow,"Lady Gaga, Bradley Cooper",A Star Is Born Soundtrack,0,3:35
1345,Iceland,46,Someone You Loved,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,0,3:02
1346,Iceland,47,Rómeó og Júlía,Bubbi Morthens,Kona,0,4:57
1347,Iceland,48,Sunday Best,Surfaces,Where the Light Is,0,2:38
1348,Iceland,49,Ofboðslega frægur,Stuðmenn,Hve glöð er vor æska,0,4:11
1349,Iceland,50,Afgan,Bubbi Morthens,Fingraför,0,5:24
1350,India,1,Shayad,"Pritam, Arijit Singh",Love Aaj Kal (Original Motion Picture Soundtrack),0,4:07
1351,India,2,Play Date,Melanie Martinez,Cry Baby (Deluxe Edition),1,2:59
1352,India,3,Genda Phool (feat. Payal Dev),"Badshah, Payal Dev",Genda Phool (feat. Payal Dev),0,2:50
1353,India,4,death bed (coffee for your head) (feat. beabadoobee),"Powfu, beabadoobee",death bed (coffee for your head) (feat. beabadoobee),0,2:53
1354,India,5,"Malang (Title Track) [From ""Malang - Unleash The Madness""]",Ved Sharma,"Malang (Title Track) [From ""Malang - Unleash The Madness""]",0,4:47
1355,India,6,Roses - Imanbek Remix,"SAINt JHN, Imanbek",Roses (Imanbek Remix),1,2:56
1356,India,7,"Ghungroo (From ""War"")","Arijit Singh, Shilpa Rao","Ghungroo (From ""War"")",0,5:02
1357,India,8,Blinding Lights,The Weeknd,After Hours,0,3:20
1358,India,9,"Tujhe Kitna Chahne Lage (From ""Kabir Singh"")","Arijit Singh, Mithoon","Tujhe Kitna Chahne Lage (From ""Kabir Singh"")",0,4:44
1359,India,10,Falling,Trevor Daniel,Nicotine,0,2:39
1360,India,11,Daechwita,Agust D,D-2,1,3:45
1361,India,12,Illegal Weapon 2.0,"Jasmine Sandlas, Garry Sandhu",Street Dancer 3D,0,3:08
1362,India,13,Haan Main Galat,"Pritam, Arijit Singh, Shashwat Singh",Love Aaj Kal (Original Motion Picture Soundtrack),0,3:38
1363,India,14,Intentions (feat. Quavo),"Justin Bieber, Quavo",Changes,0,3:32
1364,India,15,Makhna,"Tanishk Bagchi, Yasser Desai, Asees Kaur","Makhna (From ""Drive"")",0,3:03
1365,India,16,"Garmi (From ""Street Dancer 3D"") (feat. Varun Dhawan)","Badshah, Neha Kakkar, Varun Dhawan","Garmi (From ""Street Dancer 3D"")",0,3:02
1366,India,17,Stuck with U (with Justin Bieber),"Ariana Grande, Justin Bieber",Stuck with U,0,3:48
1367,India,18,"Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")","Rochak, Arijit Singh, Neha Kakkar, Rochak Kohli","Tu Hi Yaar Mera (From ""Pati Patni Aur Woh"")",0,3:20
1368,India,19,"Humraah (From ""Malang - Unleash The Madness"")","Sachet Tandon, The Fusion Project","Humraah (From ""Malang - Unleash The Madness"")",0,4:59
1369,India,20,Toosie Slide,Drake,Dark Lane Demo Tapes,1,4:07
